car_name,manufacturing_year,milage,ownership,engine cc,fuel_type,"car_price (JPY 10,000)",auction_house
Subaru Impreza,12-Jun-11,102797 kms,1st owner,2000,CNG,16.8,GNN Osaka
Subaru Legacy,05-Sep-93,101017 kms,1st owner,2000,Gasoline,16.8,CAA Chubu
Daihatsu Mira,20-May-14,215962 kms,3rd owner,4000,Gasoline,16.8,KCAA Kyushu
Mazda Demio,31-Dec-03,276674 kms,3rd owner,2000,Gasoline,16.8,TAA Nagoya
Lexus IS,23-Sep-94,74256 kms,2nd owner,3000,CNG,26.8,RAA Ryutsu
Suzuki Vitara,18-Dec-02,166803 kms,2nd owner,2000,Hybrid,46.8,Honda Auto Auction Fukuoka
Nissan Altima,28-Dec-14,134836 kms,1st owner,4000,Gasoline,16.8,GAO! Nagoya
Mitsubishi Mirage,18-Mar-06,42336 kms,4th owner,2500,Hybrid,66.8,GAO! Nagoya
Lexus IS,15-Mar-09,12356 kms,3rd owner,3500,Diesel,16.8,GNN Osaka
Suzuki Swift,07-Jul-94,83954 kms,4th owner,2500,Hybrid,66.8,CAA Chubu
Lexus IS,24-Aug-18,80105 kms,3rd owner,3500,Electric,16.8,LAA Kansai
Mazda RX-7,25-Jan-14,235769 kms,4th owner,3500,Electric,6.8,NAA Osaka
Toyota Hiace,25-Jan-10,36286 kms,2nd owner,4000,Diesel,6.8,Honda Auto Auction Fukuoka
Suzuki Swift,17-Jun-03,258761 kms,2nd owner,2000,Electric,6.8,CAA Chubu
Suzuki Jimny,11-Nov-07,152756 kms,2nd owner,4500,Diesel,16.8,SAA Sapporo
Lexus ES,24-Jul-21,225498 kms,1st owner,660,CNG,16.8,HAA Kobe
Suzuki Jimny,19-Jan-08,255868 kms,2nd owner,2000,Electric,6.8,GAO! Nagoya
Subaru Impreza,03-Jun-13,223059 kms,4th owner,2500,Electric,26.8,NTAA Tokyo
Nissan Patrol,11-Feb-96,295633 kms,2nd owner,3500,Gasoline,6.8,NTAA Tokyo
Lexus RX,20-Oct-97,187183 kms,4th owner,1500,Electric,6.8,CAA Chubu
Toyota Vitz,19-Aug-11,54474 kms,3rd owner,1500,Gasoline,16.8,CAA Chubu
Honda CR-V,30-Jan-16,241746 kms,4th owner,3000,Diesel,36.8,KIX Kansai
Daihatsu Move,27-Jan-11,22665 kms,4th owner,2500,Gasoline,26.8,GAO! Nagoya
Mitsubishi Pajero,28-Jun-20,63207 kms,4th owner,2000,Hybrid,46.8,SMAP Tokyo
Mazda Axela,21-Mar-11,44883 kms,1st owner,2500,Gasoline,26.8,ONAA Osaka
Daihatsu Mira,02-Aug-02,294324 kms,1st owner,2000,Electric,6.8,KCAA Kyushu
Nissan Altima,24-Dec-06,146654 kms,4th owner,3500,Gasoline,16.8,JU Kanagawa
Toyota Hiace,21-Nov-99,241562 kms,2nd owner,3000,Hybrid,76.8,CAA Chubu
Suzuki Alto,05-May-96,112618 kms,3rd owner,1500,Hybrid,56.8,SAA Sapporo
Subaru Legacy,09-Apr-97,127536 kms,4th owner,1500,CNG,6.8,JU Kanagawa
Mitsubishi Pajero,11-Feb-95,188768 kms,1st owner,2500,CNG,26.8,KIX Kansai
Toyota Land Cruiser,15-Jul-11,73820 kms,1st owner,2000,Gasoline,16.8,GAO! Nagoya
Suzuki Jimny,30-Sep-99,117701 kms,4th owner,3500,Gasoline,6.8,ONAA Osaka
Nissan Note,20-Jul-22,23170 kms,3rd owner,1500,Hybrid,46.8,SAA Sapporo
Nissan GTR,24-Jun-14,190650 kms,2nd owner,1500,Electric,16.8,TAA Nagoya
Lexus ES,30-Sep-11,164150 kms,2nd owner,2000,Gasoline,16.8,JU Kanagawa
Mitsubishi Lancer,20-Mar-15,9824 kms,1st owner,3000,Hybrid,66.8,CAA Chubu
Suzuki Swift,07-Apr-05,158140 kms,1st owner,2500,Diesel,36.8,USS Tokyo
Nissan Skyline,27-Sep-04,205975 kms,4th owner,4000,Diesel,16.8,KIX Kansai
Daihatsu Mira,08-Mar-18,82453 kms,2nd owner,4500,Gasoline,6.8,SAA Sapporo
Nissan Note,28-Apr-05,159910 kms,2nd owner,2000,Diesel,16.8,NAA Osaka
Honda Fit,08-Dec-01,268757 kms,3rd owner,3000,Diesel,26.8,KIX Kansai
Toyota Land Cruiser,12-Feb-07,23590 kms,3rd owner,3000,Electric,36.8,CAA Chubu
Mitsubishi Lancer,18-Apr-92,273069 kms,1st owner,1500,Hybrid,46.8,RAA Ryutsu
Mazda CX-5,31-May-90,141590 kms,2nd owner,2500,Electric,36.8,ONAA Osaka
Honda Civic,01-Feb-15,279650 kms,2nd owner,2000,Gasoline,6.8,GAO! Nagoya
Lexus IS,26-May-95,105048 kms,1st owner,4500,CNG,16.8,SMAP Tokyo
Nissan Skyline,30-Sep-21,191290 kms,4th owner,2000,Electric,6.8,IMA East
Subaru Outback,10-Jun-08,260335 kms,3rd owner,3500,Diesel,6.8,SAA Sapporo
Nissan Note,31-Dec-11,260777 kms,3rd owner,3500,Electric,16.8,USS Tokyo
Nissan Altima,07-Mar-06,249255 kms,3rd owner,660,CNG,16.8,IMA East
Nissan GTR,14-Apr-19,187478 kms,1st owner,4000,Electric,6.8,RAA Ryutsu
Nissan GTR,10-Feb-08,284182 kms,3rd owner,1500,Hybrid,46.8,HAA Kobe
Nissan Skyline,07-Feb-15,21481 kms,4th owner,4500,Hybrid,56.8,JU Kanagawa
Nissan Patrol,15-Aug-06,206600 kms,1st owner,1500,CNG,16.8,CAA Chubu
Lexus RX,15-May-95,56489 kms,2nd owner,2500,CNG,26.8,IMA East
Subaru Impreza,05-Oct-90,263751 kms,3rd owner,1500,Hybrid,46.8,USS Tokyo
Toyota Hiace,24-Apr-91,65298 kms,4th owner,3000,Electric,26.8,NAA Osaka
Honda Fit,16-Jan-91,166391 kms,2nd owner,4000,Gasoline,6.8,SAA Sapporo
Honda Fit,07-Jan-17,26160 kms,1st owner,660,Gasoline,6.8,CAA Chubu
Daihatsu Mira,14-Feb-19,171166 kms,1st owner,3000,CNG,36.8,ONAA Osaka
Mazda RX-7,16-Feb-22,216461 kms,2nd owner,1500,Electric,16.8,USS Tokyo
Suzuki Alto,12-Nov-01,219322 kms,4th owner,1500,Electric,16.8,NTAA Tokyo
Suzuki Vitara,06-Jul-12,281762 kms,3rd owner,4500,Hybrid,56.8,NTAA Tokyo
Nissan X-Trail,10-Apr-05,233774 kms,1st owner,660,CNG,16.8,TAA Nagoya
Suzuki Vitara,16-Sep-17,159674 kms,1st owner,4500,Hybrid,46.8,NAA Osaka
Honda CR-V,07-Mar-08,229441 kms,3rd owner,2000,CNG,6.8,HERO Saitama
Suzuki Jimny,04-Aug-22,188481 kms,1st owner,3500,Gasoline,6.8,GNN Osaka
Mitsubishi Mirage,15-Oct-17,259027 kms,1st owner,1500,Electric,6.8,IMA East
Lexus GX,30-Oct-13,38376 kms,1st owner,3000,Diesel,26.8,GAO! Nagoya
Subaru Legacy,03-Aug-96,191637 kms,1st owner,1500,CNG,6.8,SMAP Tokyo
Mazda Axela,30-Nov-06,220182 kms,3rd owner,2000,CNG,16.8,SMAP Tokyo
Lexus GX,01-Jan-21,163504 kms,1st owner,2500,Diesel,36.8,USS Tokyo
Toyota Camry,08-Aug-98,68479 kms,4th owner,3500,Hybrid,46.8,TAA Nagoya
Suzuki Jimny,31-Jan-95,114158 kms,2nd owner,3500,Hybrid,56.8,JU Kanagawa
Mazda Axela,29-Aug-90,17605 kms,4th owner,3000,Hybrid,76.8,NAA Osaka
Suzuki Jimny,09-Aug-03,145148 kms,2nd owner,1500,Hybrid,56.8,KCAA Kyushu
Subaru Legacy,11-Jun-08,126262 kms,4th owner,1500,Diesel,6.8,CAA Chubu
Mitsubishi Pajero,20-Sep-99,51637 kms,2nd owner,4000,Electric,6.8,LAA Kansai
Nissan Note,17-Dec-95,47056 kms,4th owner,1500,CNG,6.8,GAO! Nagoya
Mazda Axela,07-Dec-02,260313 kms,2nd owner,3500,Diesel,16.8,HERO Saitama
Daihatsu Hijet,16-Oct-94,22250 kms,2nd owner,2000,Electric,6.8,HERO Saitama
Toyota Hiace,13-Feb-03,85975 kms,4th owner,1500,Hybrid,46.8,KCAA Kyushu
Subaru Outback,11-Dec-14,90793 kms,2nd owner,1500,Hybrid,56.8,RAA Ryutsu
Nissan Note,12-May-19,190739 kms,3rd owner,4000,CNG,16.8,GAO! Nagoya
Daihatsu Move,30-Jan-07,157014 kms,4th owner,1500,CNG,6.8,NTAA Tokyo
Daihatsu Hijet,26-May-16,283765 kms,3rd owner,4500,Gasoline,16.8,SAA Sapporo
Honda Fit,21-Feb-12,14183 kms,3rd owner,660,Gasoline,16.8,GAO! Nagoya
Nissan Altima,29-Aug-17,20986 kms,3rd owner,4000,CNG,6.8,IMA East
Lexus RX,08-Feb-18,118883 kms,3rd owner,1500,CNG,16.8,HAA Kobe
Toyota Hiace,12-Sep-96,265887 kms,2nd owner,2500,Hybrid,66.8,HAA Kobe
Suzuki Swift,20-Jul-16,255920 kms,3rd owner,2000,Diesel,16.8,RAA Ryutsu
Mitsubishi Mirage,01-Sep-94,77176 kms,4th owner,2000,CNG,6.8,GAO! Nagoya
Subaru Legacy,09-Aug-10,85930 kms,1st owner,2500,Hybrid,66.8,CAA Chubu
Suzuki Swift,02-Jun-00,283368 kms,3rd owner,1500,Hybrid,56.8,IMA East
Mitsubishi Lancer,15-Nov-00,61505 kms,2nd owner,3500,Electric,6.8,USS Tokyo
Nissan Note,01-Sep-92,119410 kms,3rd owner,1500,Hybrid,56.8,KIX Kansai
Honda CR-V,14-Jul-22,132571 kms,3rd owner,2500,CNG,26.8,LAA Kansai
Honda Fit,04-Aug-91,101926 kms,1st owner,2000,Diesel,16.8,KIX Kansai
Lexus ES,12-Aug-19,299882 kms,1st owner,1500,Electric,16.8,GAO! Nagoya
Honda Odyssey,07-Nov-19,154578 kms,1st owner,660,Hybrid,56.8,SAA Sapporo
Mazda CX-5,08-Feb-13,140914 kms,3rd owner,2000,Hybrid,46.8,TAA Nagoya
Lexus GX,15-Dec-04,118241 kms,2nd owner,4500,Electric,6.8,SMAP Tokyo
Mazda Demio,15-May-00,28317 kms,3rd owner,3500,Electric,6.8,JU Kanagawa
Mazda RX-7,31-Jul-97,240278 kms,2nd owner,660,Diesel,6.8,GNN Osaka
Toyota Camry,30-Oct-20,283922 kms,2nd owner,660,Diesel,6.8,KCAA Kyushu
Mitsubishi Lancer,27-Jun-14,144882 kms,2nd owner,1500,Gasoline,16.8,IMA East
Lexus ES,18-Aug-09,241779 kms,1st owner,2000,CNG,6.8,CAA Chubu
Daihatsu Hijet,08-Oct-10,200019 kms,2nd owner,2500,Diesel,36.8,USS Tokyo
Mitsubishi Pajero,11-Feb-02,223500 kms,1st owner,4000,Gasoline,16.8,CAA Chubu
Honda Odyssey,13-Jun-21,197281 kms,4th owner,660,Gasoline,6.8,NTAA Tokyo
Nissan X-Trail,28-May-19,283932 kms,3rd owner,4000,Electric,16.8,RAA Ryutsu
Subaru Impreza,26-Oct-15,78289 kms,1st owner,2500,Hybrid,66.8,TAA Nagoya
Subaru Legacy,06-Oct-08,266072 kms,4th owner,4500,Gasoline,6.8,TAA Nagoya
Suzuki Jimny,21-Jan-01,276310 kms,1st owner,1500,Gasoline,16.8,TAA Nagoya
Honda Civic,26-Dec-05,10666 kms,2nd owner,1500,Diesel,16.8,USS Tokyo
Mitsubishi Mirage,27-Dec-94,147905 kms,3rd owner,3500,CNG,6.8,KIX Kansai
Suzuki Vitara,14-Jun-90,238080 kms,4th owner,4500,CNG,16.8,TAA Nagoya
Honda Fit,17-Mar-02,48692 kms,4th owner,660,CNG,16.8,JU Kanagawa
Subaru Impreza,10-Jun-11,166457 kms,4th owner,1500,Hybrid,56.8,RAA Ryutsu
Mitsubishi Lancer,01-Feb-91,155246 kms,3rd owner,3000,CNG,36.8,KCAA Kyushu
Daihatsu Move,10-Nov-01,115351 kms,2nd owner,3000,Gasoline,26.8,TAA Nagoya
Suzuki Alto,26-Dec-01,78680 kms,3rd owner,2500,Hybrid,76.8,NAA Osaka
Mitsubishi Pajero,31-Jul-17,7546 kms,2nd owner,1500,Gasoline,16.8,SMAP Tokyo
Subaru Outback,23-Mar-95,174725 kms,2nd owner,2500,Hybrid,66.8,LAA Kansai
Nissan X-Trail,22-Oct-09,237849 kms,4th owner,3500,Gasoline,6.8,HAA Kobe
Subaru BRZ,09-Feb-99,211632 kms,3rd owner,660,Electric,6.8,SAA Sapporo
Nissan X-Trail,19-Mar-18,192769 kms,4th owner,1500,Gasoline,6.8,KIX Kansai
Lexus GX,11-Jul-20,260797 kms,2nd owner,3000,CNG,36.8,NAA Osaka
Nissan Altima,14-Aug-22,29497 kms,3rd owner,2500,Diesel,36.8,KIX Kansai
Mitsubishi Lancer,12-Jun-97,218943 kms,2nd owner,3000,Hybrid,66.8,TAA Nagoya
Subaru Outback,08-Mar-15,181508 kms,3rd owner,3000,Diesel,26.8,HERO Saitama
Mazda Axela,08-May-18,244288 kms,1st owner,2500,Hybrid,66.8,HAA Kobe
Honda Accord,14-Nov-11,152461 kms,2nd owner,2000,Hybrid,56.8,KIX Kansai
Toyota Vitz,06-Nov-22,253173 kms,1st owner,2500,Hybrid,76.8,RAA Ryutsu
Toyota Crown,01-Jan-98,277016 kms,1st owner,2500,Diesel,36.8,USS Tokyo
Lexus ES,24-Aug-94,100056 kms,2nd owner,2500,CNG,26.8,JU Kanagawa
Subaru Impreza,15-Mar-21,65793 kms,4th owner,2500,Hybrid,76.8,CAA Chubu
Toyota Prius,24-Oct-15,93397 kms,1st owner,2500,Diesel,36.8,GAO! Nagoya
Subaru Impreza,31-Aug-14,84264 kms,4th owner,3000,Diesel,36.8,SMAP Tokyo
Mazda Demio,23-Feb-12,271936 kms,4th owner,2500,CNG,36.8,TAA Nagoya
Lexus GX,10-Jan-06,56234 kms,2nd owner,2500,CNG,26.8,KCAA Kyushu
Suzuki Swift,19-Jun-13,216095 kms,2nd owner,1500,Diesel,16.8,GNN Osaka
Subaru Outback,06-Sep-18,70790 kms,4th owner,1500,Hybrid,56.8,GNN Osaka
Toyota Land Cruiser,02-Jul-03,8667 kms,1st owner,2000,Diesel,16.8,USS Tokyo
Nissan Altima,29-Jan-03,182713 kms,2nd owner,1500,Diesel,16.8,GAO! Nagoya
Daihatsu Tanto,28-Jul-04,144335 kms,4th owner,1500,Diesel,6.8,SAA Sapporo
Honda Accord,12-Mar-94,186285 kms,2nd owner,3000,Hybrid,66.8,SMAP Tokyo
Toyota Corolla,07-Jul-21,184598 kms,3rd owner,660,Gasoline,16.8,JU Kanagawa
Mitsubishi Lancer,18-Jan-09,69460 kms,1st owner,1500,CNG,16.8,HERO Saitama
Lexus RX,22-Jul-03,241820 kms,3rd owner,1500,Gasoline,16.8,HERO Saitama
Subaru BRZ,14-Jul-09,286346 kms,4th owner,1500,Gasoline,16.8,NAA Osaka
Mazda CX-5,25-Jun-98,27955 kms,2nd owner,2000,Hybrid,56.8,SAA Sapporo
Nissan GTR,18-Feb-95,127796 kms,4th owner,1500,Hybrid,56.8,KIX Kansai
Mazda Demio,27-Dec-97,124681 kms,3rd owner,4000,Diesel,16.8,RAA Ryutsu
Daihatsu Mira,25-Oct-16,226183 kms,4th owner,4000,Electric,6.8,Honda Auto Auction Fukuoka
Mitsubishi Lancer,24-Dec-17,17519 kms,2nd owner,4000,CNG,16.8,RAA Ryutsu
Daihatsu Tanto,27-Dec-00,91159 kms,1st owner,2500,Electric,26.8,TAA Nagoya
Nissan GTR,22-Nov-92,55315 kms,2nd owner,1500,CNG,6.8,Honda Auto Auction Fukuoka
Suzuki Jimny,07-Jun-99,46048 kms,1st owner,3500,Hybrid,46.8,ONAA Osaka
Suzuki Vitara,03-Nov-17,55816 kms,3rd owner,4000,Gasoline,16.8,CAA Chubu
Honda Accord,26-Oct-14,251224 kms,4th owner,2000,Electric,16.8,USS Tokyo
Honda Accord,20-Apr-96,111438 kms,1st owner,660,Gasoline,6.8,Honda Auto Auction Fukuoka
Mazda RX-7,01-May-91,288217 kms,4th owner,660,CNG,6.8,JU Kanagawa
Daihatsu Hijet,21-May-15,213360 kms,3rd owner,1500,Diesel,16.8,KIX Kansai
Mazda RX-7,05-Oct-00,283882 kms,4th owner,4000,Gasoline,16.8,NAA Osaka
Suzuki Swift,06-Mar-94,29812 kms,1st owner,3500,Gasoline,6.8,NTAA Tokyo
Lexus ES,07-Nov-92,192652 kms,3rd owner,1500,Diesel,16.8,HAA Kobe
Honda Civic,19-Mar-22,284675 kms,3rd owner,3000,Hybrid,76.8,SAA Sapporo
Nissan GTR,28-Jun-96,134902 kms,2nd owner,2000,Hybrid,46.8,TAA Nagoya
Toyota Corolla,18-Jun-13,187842 kms,1st owner,3000,Electric,36.8,IMA East
Nissan X-Trail,18-Sep-99,234533 kms,4th owner,4500,Diesel,16.8,NTAA Tokyo
Mazda Demio,01-Jun-06,21545 kms,2nd owner,660,Diesel,6.8,USS Tokyo
Toyota Camry,11-Oct-93,16166 kms,1st owner,3000,Hybrid,66.8,Honda Auto Auction Fukuoka
Suzuki Swift,07-Nov-95,182416 kms,4th owner,1500,Electric,6.8,RAA Ryutsu
Daihatsu Hijet,23-Feb-09,129042 kms,4th owner,1500,Gasoline,6.8,CAA Chubu
Nissan Skyline,18-Jan-93,81014 kms,4th owner,3000,Hybrid,66.8,HERO Saitama
Daihatsu Tanto,14-Aug-98,142131 kms,3rd owner,4000,CNG,16.8,IMA East
Suzuki Vitara,10-May-02,49415 kms,4th owner,2500,Gasoline,26.8,KCAA Kyushu
Suzuki Alto,20-Apr-96,171000 kms,1st owner,2000,Electric,16.8,NAA Osaka
Daihatsu Tanto,17-Nov-16,241634 kms,3rd owner,2000,Diesel,6.8,NTAA Tokyo
Mitsubishi Mirage,21-Feb-90,287169 kms,1st owner,1500,Gasoline,6.8,JU Kanagawa
Toyota Vitz,04-May-91,209224 kms,3rd owner,3500,Hybrid,46.8,ONAA Osaka
Suzuki Alto,15-Apr-16,243996 kms,2nd owner,1500,Hybrid,56.8,TAA Nagoya
Honda Fit,16-Aug-03,184087 kms,2nd owner,3500,CNG,6.8,RAA Ryutsu
Nissan Skyline,29-Sep-22,104947 kms,3rd owner,1500,CNG,6.8,GAO! Nagoya
Honda Accord,22-Jul-11,44252 kms,1st owner,3500,Gasoline,6.8,KIX Kansai
Honda CR-V,17-Sep-10,40643 kms,1st owner,3500,Hybrid,46.8,LAA Kansai
Mitsubishi Lancer,02-Mar-16,242616 kms,3rd owner,3500,Hybrid,46.8,SMAP Tokyo
Mazda CX-5,30-Sep-03,272414 kms,2nd owner,2000,CNG,6.8,RAA Ryutsu
Honda Fit,07-Sep-17,187735 kms,4th owner,3500,Electric,16.8,GNN Osaka
Daihatsu Move,21-Sep-02,116508 kms,4th owner,1500,Hybrid,46.8,Honda Auto Auction Fukuoka
Nissan X-Trail,27-Jan-14,227322 kms,3rd owner,3000,Hybrid,76.8,KIX Kansai
Mitsubishi Mirage,17-Dec-95,95683 kms,2nd owner,3500,Gasoline,6.8,TAA Nagoya
Subaru Outback,27-Sep-06,217394 kms,4th owner,4000,Hybrid,56.8,NTAA Tokyo
Lexus ES,05-Jun-08,57442 kms,3rd owner,2000,Hybrid,56.8,IMA East
Toyota Vitz,17-Mar-97,273186 kms,1st owner,2500,CNG,36.8,TAA Nagoya
Toyota Prius,16-Jan-96,185617 kms,1st owner,4000,Electric,16.8,GAO! Nagoya
Subaru Outback,25-Oct-96,280544 kms,2nd owner,4500,Hybrid,46.8,LAA Kansai
Suzuki Vitara,24-Feb-19,289931 kms,2nd owner,4500,Electric,16.8,NTAA Tokyo
Toyota Camry,19-Jun-11,74658 kms,3rd owner,3500,CNG,16.8,LAA Kansai
Toyota Prius,03-Mar-95,270612 kms,2nd owner,2500,Diesel,36.8,ONAA Osaka
Lexus RX,18-Mar-18,110415 kms,2nd owner,2500,Electric,36.8,USS Tokyo
Nissan X-Trail,21-Oct-17,74460 kms,2nd owner,2500,CNG,36.8,SMAP Tokyo
Toyota Camry,16-Nov-96,46022 kms,4th owner,1500,CNG,16.8,HERO Saitama
Subaru BRZ,30-Sep-16,111003 kms,4th owner,1500,CNG,6.8,LAA Kansai
Daihatsu Hijet,24-Jul-05,94924 kms,4th owner,4000,CNG,16.8,CAA Chubu
Toyota Hiace,15-May-93,88886 kms,1st owner,2500,Hybrid,76.8,KIX Kansai
Daihatsu Mira,05-May-07,126142 kms,1st owner,2500,Hybrid,66.8,Honda Auto Auction Fukuoka
Honda Fit,26-May-22,268127 kms,2nd owner,4500,CNG,6.8,CAA Chubu
Subaru Outback,27-Feb-17,155687 kms,3rd owner,2500,Gasoline,36.8,USS Tokyo
Daihatsu Move,25-May-12,103766 kms,4th owner,2000,Diesel,6.8,TAA Nagoya
Toyota Corolla,18-Nov-20,132918 kms,2nd owner,2500,Electric,36.8,CAA Chubu
Suzuki Jimny,30-Sep-18,8484 kms,1st owner,1500,Hybrid,46.8,NTAA Tokyo
Mazda CX-5,09-Dec-17,254756 kms,1st owner,2000,Gasoline,16.8,SAA Sapporo
Honda Fit,29-Oct-03,282955 kms,1st owner,3500,Electric,16.8,JU Kanagawa
Lexus ES,04-Sep-93,147704 kms,3rd owner,1500,Gasoline,16.8,LAA Kansai
Subaru Legacy,05-Jun-91,285966 kms,1st owner,3000,Hybrid,66.8,ONAA Osaka
Mazda CX-5,11-Aug-11,166184 kms,2nd owner,3500,Electric,6.8,ONAA Osaka
Mazda Demio,15-Aug-02,8555 kms,1st owner,660,CNG,6.8,CAA Chubu
Toyota Corolla,28-Dec-15,81460 kms,1st owner,3500,Electric,6.8,LAA Kansai
Toyota Hiace,01-Jun-04,218839 kms,4th owner,4000,Hybrid,46.8,KIX Kansai
Lexus ES,09-Apr-00,87445 kms,4th owner,4000,Hybrid,56.8,Honda Auto Auction Fukuoka
Subaru Impreza,09-Jan-04,130763 kms,1st owner,1500,Diesel,6.8,LAA Kansai
Mitsubishi Lancer,09-Jan-01,138667 kms,3rd owner,4000,Diesel,6.8,NTAA Tokyo
Honda Fit,09-Apr-05,208441 kms,4th owner,1500,Gasoline,16.8,NAA Osaka
Daihatsu Mira,27-Apr-11,102472 kms,3rd owner,4000,Hybrid,56.8,GNN Osaka
Lexus ES,20-Nov-97,69722 kms,1st owner,2000,Hybrid,46.8,ONAA Osaka
Daihatsu Hijet,10-Dec-15,299706 kms,2nd owner,2000,Hybrid,56.8,SAA Sapporo
Daihatsu Mira,27-Dec-09,101896 kms,3rd owner,1500,CNG,6.8,LAA Kansai
Suzuki Jimny,12-Oct-14,65533 kms,4th owner,2000,Diesel,16.8,IMA East
Mitsubishi Mirage,20-Sep-94,239404 kms,1st owner,2000,Diesel,16.8,NAA Osaka
Mitsubishi Lancer,03-Mar-99,256602 kms,3rd owner,1500,Hybrid,46.8,NAA Osaka
Lexus GX,24-Feb-99,122615 kms,1st owner,3500,Hybrid,56.8,SAA Sapporo
Mazda CX-5,08-Nov-15,85385 kms,4th owner,2000,Electric,16.8,JU Kanagawa
Nissan Note,14-Dec-16,61502 kms,2nd owner,660,Diesel,16.8,NAA Osaka
Mitsubishi Mirage,17-Apr-06,29126 kms,3rd owner,1500,Electric,6.8,NTAA Tokyo
Daihatsu Mira,15-May-09,159997 kms,3rd owner,2500,Diesel,36.8,SMAP Tokyo
Nissan Altima,29-Sep-99,206408 kms,2nd owner,3000,CNG,26.8,ONAA Osaka
Subaru Impreza,30-Oct-02,286212 kms,1st owner,1500,CNG,6.8,SAA Sapporo
Honda Accord,14-May-16,98527 kms,3rd owner,3000,CNG,36.8,GNN Osaka
Mitsubishi Mirage,13-Dec-07,113190 kms,1st owner,3500,Electric,6.8,USS Tokyo
Nissan Patrol,16-Sep-21,196026 kms,3rd owner,3500,Gasoline,16.8,IMA East
Toyota Corolla,28-Nov-10,190232 kms,2nd owner,2000,CNG,16.8,CAA Chubu
Daihatsu Mira,11-Jul-22,263700 kms,3rd owner,1500,CNG,16.8,IMA East
Mazda CX-5,13-Dec-21,77148 kms,1st owner,3500,Electric,16.8,KIX Kansai
Mazda Axela,01-Oct-98,141686 kms,2nd owner,4000,Diesel,16.8,TAA Nagoya
Mitsubishi Lancer,04-May-94,90857 kms,3rd owner,2500,Hybrid,76.8,NAA Osaka
Daihatsu Tanto,01-Sep-92,226634 kms,1st owner,1500,Diesel,16.8,JU Kanagawa
Mitsubishi Pajero,08-May-98,248519 kms,3rd owner,660,Electric,6.8,KCAA Kyushu
Honda Odyssey,11-Sep-04,192463 kms,4th owner,4500,Diesel,16.8,KCAA Kyushu
Nissan Skyline,27-Jan-05,277082 kms,3rd owner,2000,Gasoline,6.8,NAA Osaka
Mitsubishi Lancer,28-Sep-90,130225 kms,1st owner,3000,Gasoline,36.8,SMAP Tokyo
Toyota Crown,12-Nov-00,264186 kms,2nd owner,2000,CNG,16.8,JU Kanagawa
Subaru Outback,07-Jul-14,14143 kms,1st owner,1500,Electric,6.8,KCAA Kyushu
Subaru Legacy,21-Aug-02,121515 kms,4th owner,4000,Gasoline,16.8,IMA East
Honda Civic,11-Sep-00,258260 kms,1st owner,1500,Electric,16.8,SAA Sapporo
Suzuki Swift,24-Dec-90,252525 kms,1st owner,2000,Hybrid,56.8,RAA Ryutsu
Nissan Note,11-Jun-22,199358 kms,4th owner,2000,Hybrid,46.8,JU Kanagawa
Subaru Outback,09-Mar-17,145498 kms,4th owner,2500,Diesel,36.8,RAA Ryutsu
Mitsubishi Mirage,03-Nov-90,195975 kms,1st owner,3000,Hybrid,66.8,TAA Nagoya
Toyota Camry,01-Sep-13,142368 kms,4th owner,2500,Diesel,36.8,HAA Kobe
Mitsubishi Pajero,03-Jul-12,285166 kms,2nd owner,2500,CNG,26.8,HERO Saitama
Daihatsu Mira,20-Dec-03,169130 kms,1st owner,3000,Gasoline,36.8,LAA Kansai
Nissan Patrol,12-Sep-17,77402 kms,1st owner,1500,Hybrid,46.8,Honda Auto Auction Fukuoka
Suzuki Vitara,04-Oct-97,36157 kms,4th owner,2000,Gasoline,6.8,JU Kanagawa
Mazda Axela,21-Oct-17,271371 kms,4th owner,3000,Gasoline,36.8,HERO Saitama
Mazda Demio,01-Dec-18,78695 kms,1st owner,2500,Hybrid,66.8,KIX Kansai
Daihatsu Tanto,30-Jul-12,241924 kms,3rd owner,2000,CNG,16.8,GAO! Nagoya
Nissan Note,13-Jul-19,236540 kms,4th owner,2500,CNG,36.8,RAA Ryutsu
Daihatsu Move,22-Feb-20,53413 kms,2nd owner,1500,CNG,6.8,GNN Osaka
Mitsubishi Mirage,15-Jun-05,183525 kms,2nd owner,2000,Electric,16.8,LAA Kansai
Daihatsu Tanto,23-Jul-95,38441 kms,1st owner,1500,Gasoline,16.8,GNN Osaka
Suzuki Jimny,12-Feb-99,186953 kms,2nd owner,2000,Gasoline,16.8,KCAA Kyushu
Lexus IS,15-Jul-16,47644 kms,4th owner,1500,Hybrid,56.8,KIX Kansai
Subaru Legacy,04-Mar-94,227593 kms,4th owner,2000,Gasoline,6.8,NTAA Tokyo
Subaru BRZ,14-Aug-05,266673 kms,3rd owner,4000,Diesel,16.8,TAA Nagoya
Suzuki Swift,10-Mar-93,298539 kms,1st owner,2500,Hybrid,66.8,NAA Osaka
Mazda Demio,07-Mar-12,7497 kms,1st owner,4000,Diesel,16.8,IMA East
Mazda Demio,19-May-19,104421 kms,1st owner,3500,Gasoline,6.8,JU Kanagawa
Honda Odyssey,05-Sep-07,26789 kms,4th owner,1500,Hybrid,56.8,HERO Saitama
Nissan Note,11-Jul-11,131030 kms,3rd owner,3500,Hybrid,46.8,SMAP Tokyo
Subaru Legacy,14-Mar-06,288376 kms,3rd owner,2000,Diesel,6.8,KCAA Kyushu
